	WATER_BODY_NAME	Vattendist	OMRTYP	DATUM	OLD_HID	TYP_NFS06	HID	DIST_CD	VISS_EU_CD	WATER_DISTRICT_CODE	COUNTRY	TYPE_AREA_CODE	TYPE_AREA_NO	Shape_Leng	Shape_Area	OBJECTID *	Shape *	EU_CD	MS_CD	VISS_MS_CD	NAMN	CATEGORY	WB	District	COMP_AUTH	Country	Version	URL_VISS	ObjVer	PopNamn	GVatten	UTL_EU_CD	UTL_MS_CD	Shape_Length	TYPOMR_KOD	TYPOMRNAMN	TYPE_AREA_SUFFIX
78	Snäckedjupet	5	2	2006-12-31		2	581365-112910	SE5	SE581365-112910	SE5	SE	2	2	15700.805209999999	2090699.8159999999	201.0	Polygon	SE504BD08B-EC42-49D3-A25C-D3DFB743A184	WA13489451	SE581365-112910	Snäckedjupet	CW	Y	SE5	VH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581365-112910	2010	Snäckedjupet_(58.24,11.49)	N	 	 	15700.805209999999	2	2 - Västkustens fjordar	
79	Turmulefjärden	4	2	2006-12-31		12	581740-170260	SE4	SE581740-170260	SE4	SE	12s	12	41477.022939999995	19850340.75	210.0	Polygon	SE07AD2A09-51A2-40D7-9D79-988098D05FB2	WA37949177	SE581740-170260	Turmulefjärden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581740-170260	2010	Turmulefjärden_(58.28,17.02)	N	 	 	41477.022939999995	12s	12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra	n
80	Grundsundsområdet	5	2	2006-12-31		1	581338-112332	SE5	SE581338-112332	SE5	SE	1n	1	10157.50412	2221164.318	200.0	Polygon	SE9F445B31-715A-44BF-8098-FCE59AA36023	WA80111012	SE581338-112332	Grundsundsområdet	CW	Y	SE5	VH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581338-112332	2010	Grundsundsområdet_(58.22,11.39)	N	 	 	10157.50412	1n	1n - Västkustens inre kustvatten, norra	
81	Ytteröområdet	4	2	2006-12-31		12	581280-170070	SE4	SE581280-170070	SE4	SE	12s	12	101856.2918	52576598.56	199.0	Polygon	SEA6ADC4F5-4C84-40A3-8260-1AAC5345CDBA	WA49756946	SE581280-170070	Ytteröområdet	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581280-170070	2010	Ytteröområdet_(58.21,16.99)	N	 	 	101856.2918	12s	12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra	n
82	Käringöfjorden	5	2	2006-12-31		3	580550-112460	SE5	SE580550-112460	SE5	SE	3	3	36699.74157	23867836.14	183.0	Polygon	SE17B21C3E-78A2-4E2D-B7C2-96632D4ACA55	WA44654285	SE580550-112460	Käringöfjorden	CW	Y	SE5	VH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580550-112460	2010	Käringöfjorden_(58.1,11.39)	N	 	 	36699.74157	3	3 - Västkustens yttre kustvatten, Skagerrak	
83	Mollöfjorden	5	2	2006-12-31		3	580240-112501	SE5	SE580240-112501	SE5	SE	3	3	51488.63972	76932498.75	173.0	Polygon	SEAB535896-CE5B-4B12-8DCC-286DC0976BD1	WA73870290	SE580240-112501	Mollöfjorden	CW	Y	SE5	VH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580240-112501	2010	Mollöfjorden_(58.04,11.39)	N	 	 	51488.63972	3	3 - Västkustens yttre kustvatten, Skagerrak	
84	Valdemarsviks kustvatten	4	2	2006-12-31		14	580380-170001	SE4	SE580380-170001	SE4	SE	14	14	66465.48948999999	153988270.0	178.0	Polygon	SEF9F923F6-0270-4536-9A33-8E9674406D0E	WA86703457	SE580380-170001	Valdemarsviks kustvatten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580380-170001	2010	Valdemarsviks kustvatten_(58.04,16.96)	N	 	 	66465.48948999999	14	14 - Östergötlands yttre kustvatten	
85	Hjärteröfjorden	5	2	2006-12-31		3	575760-112671	SE5	SE575760-112671	SE5	SE	3	3	63098.83204	102749690.1	164.0	Polygon	SEB43CB871-0B59-4D4E-93DA-90DAC89F2A3E	WA21122787	SE575760-112671	Hjärteröfjorden	CW	Y	SE5	VH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575760-112671	2010	Hjärteröfjorden_(57.94,11.45)	N	 	 	63098.83204	3	3 - Västkustens yttre kustvatten, Skagerrak	
86	Ajkesvik	4	2	2006-12-31		10	575920-191650	SE4	SE575920-191650	SE4	SE	10	10	14024.44177	10241170.27	167.0	Polygon	SEC0B30851-9774-41E5-994F-9E40C86E135C	WA95236754	SE575920-191650	Ajkesvik	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575920-191650	2010	Ajkesvik_(57.99,19.26)	N	 	 	14024.44177	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	
87	Erskärområdet sek namn	4	2	2006-12-31		12	575782-165143	SE4	SE575782-165143	SE4	SE	12s	12	59231.317129999996	25684908.71	165.0	Polygon	SE120E3E3C-99F1-48E5-B5B7-8AAFA9749E5F	WA11048840	SE575782-165143	Erskärområdet sek namn	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575782-165143	2010	Erskärområdet sek namn_(57.95,16.86)	N	 	 	59231.317129999996	12s	12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra	n
88	Sudersandsviken	4	2	2006-12-31		10	575620-191550	SE4	SE575620-191550	SE4	SE	10	10	13211.2283	11541945.77	159.0	Polygon	SE68C9999D-4146-4E39-A404-121677D9970E	WA19432633	SE575620-191550	Sudersandsviken	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575620-191550	2010	Sudersandsviken_(57.94,19.25)	N	 	 	13211.2283	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	
89	Kyrkviken	4	2	2006-12-31		10	575480-191200	SE4	SE575480-191200	SE4	SE	10	10	18529.78934	16217738.62	157.0	Polygon	SE87DA8B70-66E8-477A-9E85-DCAC326D4219	WA39136764	SE575480-191200	Kyrkviken	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575480-191200	2010	Kyrkviken_(57.92,19.18)	N	 	 	18529.78934	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	
90	Göteborgs n n skärgårds kustvatten	5	2	2006-12-31		4	574931-113131	SE5	SE574931-113131	SE5	SE	4	4	54156.486939999995	73138751.5	144.0	Polygon	SEBFAB3DF1-76EF-4F2D-9587-9F7233558671	WA50746419	SE574931-113131	Göteborgs n n skärgårds kustvatten	CW	Y	SE5	VH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574931-113131	2010	Göteborgs n n skärgårds kustvatten_(57.82,11.51)	N	 	 	54156.486939999995	4	4 - Västkustens yttre kustvatten, Kattegatt	
91	Västerviks kustvatten	4	2	2006-12-31		14	574450-165451	SE4	SE574450-165451	SE4	SE	14	14	94926.45362	174440106.6	135.0	Polygon	SE2F9AE930-10AA-4E68-8808-E557C76007FC	WA21471963	SE574450-165451	Västerviks kustvatten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574450-165451	2010	Västerviks kustvatten_(57.76,16.85)	N	 	 	94926.45362	14	14 - Östergötlands yttre kustvatten	
92	Källö fjord	5	2	2006-12-31		1	574630-113940	SE5	SE574630-113940	SE5	SE	1s	1	20353.2512	8625809.61	139.0	Polygon	SE23B87999-D900-4349-BF56-05AD75884D61	WA14727562	SE574630-113940	Källö fjord	CW	Y	SE5	VH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574630-113940	2010	Källö fjord_(57.77,11.65)	N	 	 	20353.2512	1s	1s - Västkustens inre kustvatten, södra	
93	Torröfjärden sek namn	4	2	2006-12-31		12	574750-164500	SE4	SE574750-164500	SE4	SE	12s	12	50253.095389999995	16239937.18	141.0	Polygon	SEFF3E628C-1B6B-4724-8031-3C951DA6A85F	WA60668932	SE574750-164500	Torröfjärden sek namn	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574750-164500	2010	Torröfjärden sek namn_(57.81,16.73)	N	 	 	50253.095389999995	12s	12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra	n
94	Misterhults skärgårds kustvatten	4	2	2006-12-31		14	573150-165001	SE4	SE573150-165001	SE4	SE	14	14	63975.924170000006	90113991.89	107.0	Polygon	SEDDFB3619-C43C-4A8C-B0B0-2AF648F19BA8	WA25960355	SE573150-165001	Misterhults skärgårds kustvatten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573150-165001	2010	Misterhults skärgårds kustvatten_(57.55,16.84)	N	 	 	63975.924170000006	14	14 - Östergötlands yttre kustvatten	
95	Halsviken	5	2	2006-12-31		1	573657-114572	SE5	SE573657-114572	SE5	SE	1s	1	6542.157399000001	794390.1573	117.0	Polygon	SEA12F45C1-FBDB-491E-9672-ECBFC28EC492	WA92640538	SE573657-114572	Halsviken	CW	Y	SE5	VH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573657-114572	2010	Halsviken_(57.61,11.76)	N	 	 	6542.157399000001	1s	1s - Västkustens inre kustvatten, södra	
96	Stora Hökhallen	4	2	2006-12-31		12	573860-164725	SE4	SE573860-164725	SE4	SE	12s	12	25392.403	26602682.54	120.0	Polygon	SEF31FA15D-C115-4D8C-958F-D6308F758B15	WA69360302	SE573860-164725	Stora Hökhallen	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573860-164725	2010	Stora Hökhallen_(57.64,16.79)	N	 	 	25392.403	12s	12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra	n
97	Styrsö- Vrångöområdet	5	2	2006-12-31		1	573547-114617	SE5	SE573547-114617	SE5	SE	1s	1	24472.63913	4892562.665	116.0	Polygon	SE00A404B4-5B5D-4BFF-8BC2-D926E9C13B42	WA73141672	SE573547-114617	Styrsö- Vrångöområdet	CW	Y	SE5	VH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573547-114617	2010	Styrsö- Vrångöområdet_(57.58,11.76)	N	 	 	24472.63913	1s	1s - Västkustens inre kustvatten, södra	
98	Taktöområdet sek namn	4	2	2006-12-31		8	570730-163715	SE4	SE570730-163715	SE4	SE	8	8	25523.1967	14653180.47	78.0	Polygon	SE44ED66E9-1549-457E-87DC-8F45942058D2	WA32471796	SE570730-163715	Taktöområdet sek namn	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570730-163715	2010	Taktöområdet sek namn_(57.12,16.61)	N	 	 	25523.1967	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	
99	Tärnöfjärden sek namn	4	2	2006-12-31		8	560790-145850	SE4	SE560790-145850	SE4	SE	8	8	22190.98671	5351843.093	32.0	Polygon	SE6D3C9250-3044-44B3-9720-5E4FC2BF6060	WA33268814	SE560790-145850	Tärnöfjärden sek namn	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560790-145850	2010	Tärnöfjärden sek namn_(56.13,14.97)	N	 	 	22190.98671	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	
100	Gåsefjärden	4	2	2006-12-31		8	560500-154435	SE4	SE560500-154435	SE4	SE	8	8	50246.476389999996	15586020.21	24.0	Polygon	SE0A089129-074E-4AC2-909E-7D297897EFCB	WA98091757	SE560500-154435	Gåsefjärden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560500-154435	2010	Gåsefjärden_(56.1,15.75)	N	 	 	50246.476389999996	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	
101	Kållafjärden	4	2	2006-12-31		8	560385-154500	SE4	SE560385-154500	SE4	SE	8	8	28256.76757	8057054.424	23.0	Polygon	SEB5566F2B-ADE9-40AC-AA3F-5594D3A1DF7D	WA93382546	SE560385-154500	Kållafjärden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560385-154500	2010	Kållafjärden_(56.06,15.74)	N	 	 	28256.76757	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	
102	Djupfjärden sek namn	4	2	2006-12-31		8	560290-154710	SE4	SE560290-154710	SE4	SE	8	8	21914.307930000003	6614190.907000001	22.0	Polygon	SE305600F5-CAEA-46AF-80FF-A3E505684DE4	WA69046261	SE560290-154710	Djupfjärden sek namn	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560290-154710	2010	Djupfjärden sek namn_(56.04,15.77)	N	 	 	21914.307930000003	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	
103	Del av S Ålands havs utsjövatten	0	3	2007-01-01		0	594211-193824	SE0	SE594211-193824	SE0	SE	0	0	65193.39755	197127060.6																						
104	Del av N Gotlandshavets utsjövatten	0	3	2007-01-01		0	591454-192215	SE0	SE591454-192215	SE0	SE	0	0	247479.079	2044903444.0																						
105	Del av N Gotlandshavets utsjövatten	0	3	2007-01-01		0	582950-192156	SE0	SE582950-192156	SE0	SE	0	0	79264.08929	389919314.3																						
106	Del av V Gotlandshavets utsjövatten	0	3	2007-01-01		0	574755-181120	SE0	SE574755-181120	SE0	SE	0	0	572895.5036	4998412179.0																						
107	Del av Ö Gotlandshavets utsjövatten	0	3	2007-01-01		0	573224-190746	SE0	SE573224-190746	SE0	SE	0	0	482768.1424	4379077972.0																						
108	Del av Skagerraks utsjövatten	0	3	2007-01-01		0	582008-105731	SE0	SE582008-105731	SE0	SE	0	0	284131.1588	2476970169.0																						
109	Del av n Kattegatts utsjövatten	0	3	2013-02-28		0	570714-115613	SE0	SE570714-115613	SE0	SE	0	0	274628.6651	1779339997.0																						
110	Del av Bottenhavets utsjövatten	0	3	2007-01-01		0	603634-183531	SE0	SE603634-183531	SE0	SE	0	0	200574.7373	1417295969.0																						
111	Del av V Gotlandshavets utsjövatten	0	3	2007-01-01		0	583649-180707	SE0	SE583649-180707	SE0	SE	0	0	227561.0544	1908535869.0																						
112	Del av V Gotlandshavets utsjövatten	0	3	2007-01-01		0	580109-171030	SE0	SE580109-171030	SE0	SE	0	0	612399.0783	5693939965.0																						
113	Göteborgs n skärgårds kustvatten	5	2	2006-12-31		4	574160-113351	SE5	SE574160-113351	SE5	SE	4	4	103921.8981	114158769.4																						
114	Stora Kalvsund	5	2	2006-12-31		1	574330-114000	SE5	SE574330-114000	SE5	SE	1s	1	27779.10913	7401466.906																						
115	Göteborgs s skärgårds kustvatten	5	2	2006-12-31		4	573300-113801	SE5	SE573300-113801	SE5	SE	4	4	87208.25421	131324615.8																						
116	Brännö- Styrsöområdet	5	2	2006-12-31		1	573797-114618	SE5	SE573797-114618	SE5	SE	1s	1	35885.35439	6368311.336																						
117	Omnefjärden	2	2	2006-12-31		18	625710-183000	SE2	SE625710-183000	SE2	SE	18	18	50586.648460000004	20052293.78																						
118	Hemsösundet sek namn	2	2	2006-12-31		18	624335-180000	SE2	SE624335-180000	SE2	SE	18	18	61717.00509	27193157.42																						
119	Örnsköldsviksfjärden	2	2	2006-12-31		18	631610-184500	SE2	SE631610-184500	SE2	SE	18	18	12508.15344	5007055.845																						
120	Nötbolandsfjärden	2	2	2006-12-31		18	631450-185200	SE2	SE631450-185200	SE2	SE	18	18	21336.93616	5270512.221																						
121	Dekarsöfjärden	2	2	2006-12-31		18	631460-185000	SE2	SE631460-185000	SE2	SE	18	18	14090.219640000001	5748902.342																						
122	Bäckfjärden	2	2	2006-12-31		18	631346-184241	SE2	SE631346-184241	SE2	SE	18	18	25809.4249	11192773.42																						
123	Näskefjärden	2	2	2006-12-31		18	630760-183315	SE2	SE630760-183315	SE2	SE	18	18	22595.19305	7664898.252																						
124	Dockstafjärden	2	2	2006-12-31		18	630180-182080	SE2	SE630180-182080	SE2	SE	18	18	10525.01667	4280026.876																						
125	Edsätterfjärden	2	2	2006-12-31		18	625416-182696	SE2	SE625416-182696	SE2	SE	18	18	14517.19046	3475074.555																						
126	Gaviksfjärden	2	2	2006-12-31		18	625180-181655	SE2	SE625180-181655	SE2	SE	18	18	47133.05794	22929934.91																						
127	Grönsviksfjärden	2	2	2006-12-31		18	624800-181030	SE2	SE624800-181030	SE2	SE	18	18	10625.60827	4009623.9439999997																						
128	Storfjärden	2	2	2006-12-31		18	624615-180500	SE2	SE624615-180500	SE2	SE	18	18	52877.01105	28560000.38																						
129	Älandsfjärden	2	2	2006-12-31		18	623980-175600	SE2	SE623980-175600	SE2	SE	18	18	24768.69456	10305775.73																						
130	Norra sundet	2	2	2006-12-31		18	623810-180350	SE2	SE623810-180350	SE2	SE	18	18	20019.3373	13574767.95																						
131	Södra Sundet	2	2	2006-12-31		18	623340-175556	SE2	SE623340-175556	SE2	SE	18	18	35668.89676	9686569.172																						
132	Åvikebukten	2	2	2006-12-31		18	622795-174565	SE2	SE622795-174565	SE2	SE	18	18	49164.825410000005	42594349.4																						
133	Draget	2	2	2006-12-31		18	622126-172430	SE2	SE622126-172430	SE2	SE	18	18	23242.40541	15622005.25																						
134	Sundsvallsfjärden	2	2	2006-12-31		18	622339-172190	SE2	SE622339-172190	SE2	SE	18	18	11752.15693	3124246.3680000002																						
135	Björköfjärden	2	2	2006-12-31		19	621265-173125	SE2	SE621265-173125	SE2	SE	19	19	22246.17791	9303109.197999999																						
136	Rånefjärden	1	2	2006-12-31		22	654820-222660	SE1	SE654820-222660	SE1	SE	22	22	82674.01039	51376223.75																						
137	Bergöfjärden	1	2	2006-12-31		22	654291-224000	SE1	SE654291-224000	SE1	SE	22	22	109887.6755	96201182.97																						
138	S. Sigfridsöfjärden	1	2	2006-12-31		22	654000-222430	SE1	SE654000-222430	SE1	SE	22	22	27887.97162	19603991.65																						
139	Hindersöfjärden	1	2	2006-12-31		22	653303-222900	SE1	SE653303-222900	SE1	SE	22	22	73531.76306	73398508.43																						
140	Sandöfjärden	1	2	2006-12-31		22	653176-222000	SE1	SE653176-222000	SE1	SE	22	22	26786.113230000003	13048810.74																						
141	Germandöfjärden	1	2	2006-12-31		22	652686-221500	SE1	SE652686-221500	SE1	SE	22	22	44601.09244	42989862.12																						
142	Holfjärden	1	2	2006-12-31		22	652475-215750	SE1	SE652475-215750	SE1	SE	22	22	20499.78025	9744453.311																						
143	Mannöfjärden	1	2	2006-12-31		22	652400-220070	SE1	SE652400-220070	SE1	SE	22	22	15262.88398	6256155.491																						
144	Harrbäcksfjärden	1	2	2006-12-31		22	652500-213500	SE1	SE652500-213500	SE1	SE	22	22	11441.1812	3448285.922																						
145	Brändöfjärden	1	2	2006-12-31		22	652385-214180	SE1	SE652385-214180	SE1	SE	22	22	15524.1553	3998320.308																						
146	Bärtnäsfjärden	1	2	2006-12-31		22	652250-213000	SE1	SE652250-213000	SE1	SE	22	22	25447.79558	6692198.9229999995																						
147	Davids stenar	1	2	2006-12-31		22	652075-213500	SE1	SE652075-213500	SE1	SE	22	22	17107.26412	6789397.799																						
148	Mjoöfjärden sek namn	1	2	2006-12-31		22	652000-214000	SE1	SE652000-214000	SE1	SE	22	22	20489.51081	8296885.462																						
149	Baggholmsdraget	1	2	2006-12-31		22	651800-214740	SE1	SE651800-214740	SE1	SE	22	22	25227.87557	18515506.2																						
150	Haraholmsfjärden	1	2	2006-12-31		22	651940-213930	SE1	SE651940-213930	SE1	SE	22	22	21541.82939	9069281.829																						
151	Vargödraget	1	2	2006-12-31		22	651475-214300	SE1	SE651475-214300	SE1	SE	22	22	45364.0854	40337472.51																						
152	Bondöfjärden	1	2	2006-12-31		22	651075-213700	SE1	SE651075-213700	SE1	SE	22	22	55903.13831	58603283.9																						
153	Jävrefjärden	1	2	2006-12-31		22	650750-213500	SE1	SE650750-213500	SE1	SE	22	22	28152.15638	16721049.89																						
154	Rösnäsfjärden	1	2	2006-12-31		22	645340-211330	SE1	SE645340-211330	SE1	SE	22	22	20550.63003	4782637.044																						
155	Skelleftehamnsfjärden	1	2	2006-12-31		22	644070-211650	SE1	SE644070-211650	SE1	SE	22	22	7413.8533560000005	1863592.6130000001																						
156	Gumbodafjärden	1	2	2006-12-31		22	641250-210560	SE1	SE641250-210560	SE1	SE	22	22	8646.830818	1674758.049																						
157	Vändskärsfjärden	1	2	2006-12-31		22	641000-210500	SE1	SE641000-210500	SE1	SE	22	22	30888.02855	18298531.0																						
158	Sikeåfjärden	1	2	2006-12-31		22	640900-205935	SE1	SE640900-205935	SE1	SE	22	22	8744.744361	1430833.835																						
159	Ricklefjärden	1	2	2006-12-31		22	640400-205770	SE1	SE640400-205770	SE1	SE	22	22	10610.59642	3742230.7210000004																						
160	Bygdefjärden	1	2	2006-12-31		22	640240-205500	SE1	SE640240-205500	SE1	SE	22	22	9997.996235999999	1533243.4309999999																						
161	Risöfjärden	2	2	2006-12-31		18	631500-190270	SE2	SE631500-190270	SE2	SE	18	18	33902.90103	5793017.738																						
162	Kungshamn s skärgård	5	2	2006-12-31		1	582147-111771	SE5	SE582147-111771	SE5	SE	1n	1	24855.96847	6007959.835																						
163	Yttre Brofjorden	5	2	2006-12-31		1	582000-112350	SE5	SE582000-112350	SE5	SE	1n	1	19641.36252	6017429.58																						
164	Saltö fjord	5	2	2006-12-31		1	581748-112411	SE5	SE581748-112411	SE5	SE	1n	1	66960.78161	22538091.58																						
165	n Käringöfjorden inre skärgård	5	2	2006-12-31		1	580765-112501	SE5	SE580765-112501	SE5	SE	1n	1	37917.94302	7041694.035																						
166	s Käringöfjorden inre skärgård	5	2	2006-12-31		1	580530-112700	SE5	SE580530-112700	SE5	SE	1n	1	25502.00815	4805176.73																						
167	M Bohusläns skärgårds kustvatten	5	2	2006-12-31		3	580500-111801	SE5	SE580500-111801	SE5	SE	3	3	163519.4014	232944367.1																						
168	Hamburgsundsområdet	5	2	2006-12-31		1	583160-111551	SE5	SE583160-111551	SE5	SE	1n	1	16974.2243	1926528.427																						
169	Heestrand området	5	2	2006-12-31		1	583050-110650	SE5	SE583050-110650	SE5	SE	1n	1	18074.64699	1816480.677																						
170	Kråke fjord	5	2	2006-12-31		1	580338-112901	SE5	SE580338-112901	SE5	SE	1n	1	42265.005769999996	10625685.49																						
171	Tången området	5	2	2006-12-31		1	580860-114560	SE5	SE580860-114560	SE5	SE	1n	1	15238.830759999999	3595616.9289999995																						
172	Sannäsfjorden sek namn	5	2	2006-12-31		1	584450-111445	SE5	SE584450-111445	SE5	SE	1n	1	32577.27285	4337683.399																						
173	Dynekilen	5	2	2006-12-31		1	585990-111125	SE5	SE585990-111125	SE5	SE	1n	1	14500.306569999999	1749020.302																						
174	Yttre Dynekilen	5	2	2006-12-31		1	585930-110800	SE5	SE585930-110800	SE5	SE	1n	1	25486.86621	6108042.897999999																						
175	Strömstadsfjorden	5	2	2006-12-31		1	585600-110880	SE5	SE585600-110880	SE5	SE	1n	1	49329.49332	8656094.42																						
176	Inre Tjärnöarkipelagen	5	2	2006-12-31		1	585200-111140	SE5	SE585200-111140	SE5	SE	1n	1	58965.73266	6704903.283																						
177	Råssö-Resöfjorden sek namn	5	2	2006-12-31		1	584890-110950	SE5	SE584890-110950	SE5	SE	1n	1	64171.216929999995	14415867.82																						
178	Stridsfjorden	5	2	2006-12-31		1	584750-111185	SE5	SE584750-111185	SE5	SE	1n	1	20279.3955	4899745.672																						
179	Lindöfjorden sek namn	5	2	2006-12-31		1	584725-111050	SE5	SE584725-111050	SE5	SE	1n	1	36347.92135	5811918.585																						
180	Tanumskilen	5	2	2006-12-31		1	584670-111300	SE5	SE584670-111300	SE5	SE	1n	1	11055.37829	1057219.772																						
181	Grebbestad inre skärgård	5	2	2006-12-31		1	584030-111400	SE5	SE584030-111400	SE5	SE	1n	1	49612.12214	8606519.512																						
182	Bottnefjorden	5	2	2006-12-31		1	582850-111760	SE5	SE582850-111760	SE5	SE	1n	1	35740.2556	5963885.326																						
183	Färlevfjorden	5	2	2006-12-31		2	582630-113515	SE5	SE582630-113515	SE5	SE	2	2	13920.558530000002	3054600.896																						
184	Åbyfjorden	5	2	2006-12-31		1	582230-112255	SE5	SE582230-112255	SE5	SE	1n	1	34703.11255	8617755.603																						
185	Saltkällefjorden	5	2	2006-12-31		2	582500-113890	SE5	SE582500-113890	SE5	SE	2	2	16070.641480000002	4680772.535																						
186	Brofjorden	5	2	2006-12-31		2	582150-112530	SE5	SE582150-112530	SE5	SE	2	2	30693.15031	7231261.278																						
187	n Långebyområdet	5	2	2006-12-31		1	584400-116000	SE5	SE584400-116000	SE5	SE	1n	1	30938.881230000003	8139259.994																						
188	s Långebyområdet	5	2	2006-12-31		1	584363-110971	SE5	SE584363-110971	SE5	SE	1n	1	24461.9974	5062800.984																						
189	Slaholmen området	5	2	2006-12-31		1	582040-112157	SE5	SE582040-112157	SE5	SE	1n	1	1896.322355	151259.8481																						
190	Byfjorden	5	2	2006-12-31		2	582000-115270	SE5	SE582000-115270	SE5	SE	2	2	18116.01823	5798438.776000001																						
191	Trälebergskile	5	2	2006-12-31		1	581853-112736	SE5	SE581853-112736	SE5	SE	1n	1	4171.787157	631176.5281																						
192	Kalvöfjord	5	2	2006-12-31		2	581540-114000	SE5	SE581540-114000	SE5	SE	2	2	36543.87311	9812230.256000001																						
193	Getevikssund	5	2	2006-12-31		2	581570-113040	SE5	SE581570-113040	SE5	SE	2	2	11145.596790000001	1295786.217																						
194	Koljö fjord	5	2	2006-12-31		2	581260-113220	SE5	SE581260-113220	SE5	SE	2	2	51048.96052	12848779.81																						
195	Borgilefjorden	5	2	2006-12-31		2	581520-113750	SE5	SE581520-113750	SE5	SE	2	2	14631.22804	3408083.603																						
196	Nordströmmarna	5	2	2006-12-31		2	581450-113140	SE5	SE581450-113140	SE5	SE	2	2	12305.77493	1507367.476																						
197	Ellösefjorden	5	2	2006-12-31		2	581120-112680	SE5	SE581120-112680	SE5	SE	2	2	60158.50457999999	11234510.83																						
198	Boxvike kile	5	2	2006-12-31		1	580650-113000	SE5	SE580650-113000	SE5	SE	1n	1	7267.542377	700314.9474																						
199	Stigfjorden	5	2	2006-12-31		1	580325-113500	SE5	SE580325-113500	SE5	SE	1n	1	97291.90049	31948206.97																						
200	Skärhamnområdet	5	2	2006-12-31		1	580025-113168	SE5	SE580025-113168	SE5	SE	1n	1	54679.4961	11886958.08																						
201	Klädesholmenområdet	5	2	2006-12-31		1	575747-113237	SE5	SE575747-113237	SE5	SE	1n	1	26131.914240000002	3862286.2739999997																						
202	Marstrandsfjorden	5	2	2006-12-31		3	575340-113000	SE5	SE575340-113000	SE5	SE	3	3	77837.71634	52680309.76																						
203	Älgöfjorden	5	2	2006-12-31		1	575500-113750	SE5	SE575500-113750	SE5	SE	1n	1	59113.2264	26949157.09																						
204	Sälö fjord	5	2	2006-12-31		1	574870-113795	SE5	SE574870-113795	SE5	SE	1s	1	156664.1073	65740763.75																						
205	Njutångersfjärden	2	2	2006-12-31		16	613591-171000	SE2	SE613591-171000	SE2	SE	16	16	33766.40943	8354024.7020000005																						
